Gene_Name	Interactions
SH3GL2	"['NGF', 'NTRK1', 'SH3KBP1', 'CLTA', 'CLTC', 'STAM', 'HGS', 'EPS15', 'STAM2', 'P0DQD2', 'GRB2', 'CBL', 'MET', 'P0DQD3', 'L1CAM', 'SH3GL2', 'AP2M1', 'AP2S1', 'AP2A2', 'AP2B1', 'AP2A1', 'DNM2']"
SH3GL3	"['DNM2', 'SH3GL3']"
SH3KBP1	"['CD79B', 'IGHM', 'IGKC', 'SYK', 'IGHD', 'CD79A', 'EPS15', 'STAM2', 'STAM', 'HGS', 'MET', 'GRB2', 'P0DQD3', 'P0DQD2', 'CBL', 'VLDLR', 'SH3KBP1', 'SH3GL2']"
SHANK1	"['DLGAP2', 'DLG4', 'DLGAP3', 'DLG3', 'DLG2', 'DLGAP1', 'DLGAP4', 'GRM1', 'HOMER2', 'GRM5', 'HOMER1', 'HOMER3', 'DBNL']"
SHANK2	"['DLG4', 'DLGAP4', 'DLGAP3', 'DLGAP1', 'DLGAP2', 'DLG2', 'DLG3', 'GRM1', 'HOMER2', 'HOMER3', 'GRM5', 'HOMER1', 'DBNL']"
SHANK3	"['DLGAP3', 'DLG3', 'DLGAP1', 'DLGAP4', 'DLG2', 'DLG4', 'DLGAP2', 'GRM5', 'GRM1', 'HOMER1', 'HOMER3', 'HOMER2', 'DBNL']"
SHARPIN	"['RBCK1', 'RNF31', 'OTULIN', 'SHANK1', 'SHANK2', 'SHANK3', 'IKBKG', 'CHUK', 'IKBKB']"
SHB	"['ELMO2', 'DOCK1', 'ELMO1', 'CRK', 'KDR', 'VEGFA', 'PTK2', 'HSP90AA1']"
SHC1	"['GAB1', 'GAB2', 'PTPN11', 'PIK3CB', 'PIK3R1', 'PIK3CA', 'PIK3CD', 'PSPN', 'GFRA2', 'ARTN', 'GDNF', 'GFRA3', 'NRTN', 'GFRA1', 'GFRA4', 'RET', 'SOS1', 'GRB2', 'FGFR1', 'KL', 'FGF23', 'FGFR2', 'FGF19', 'FGFR4', 'KLB', 'NGF', 'NTRK1', 'NTF4', 'BDNF', 'NTRK2', 'EGFR', 'JAK2', 'IRS2', 'LYN', 'CRKL', 'EPOR', 'RAPGEF1', 'EPO', 'VAV1', 'IGF1R', 'ESR1', 'HGF', 'MET', 'CSF2RB', 'CSF2RA', 'CSF2', 'IL5', 'IL5RA', 'SHC1', 'IL3RA', 'IL3', 'INSR', 'INS', 'RAP1B', 'ITGA2B', 'APBB1IP', 'CSK', 'SRC', 'ITGB3', 'RAP1A', 'TLN1', 'EGF', 'CDC37', 'HSP90AA1', 'NTRK3', 'NTF3', 'ERBB2', 'NRG1', 'NRG2', 'ERBB3', 'HBEGF', 'NRG4', 'BTC', 'ERBB4', 'EREG', 'BTK', 'VAV2', 'VAV3', 'RAC1', 'PAK1', 'PAK2', 'GRAP2', 'LCP2', 'PLCG1', 'PLCG2', 'ITK', 'TEC', 'PTPN12', 'KRAS', 'HRAS', 'NRAS']"
SHC2	"['NTRK1', 'NGF', 'GRB2', 'SOS1']"
SHC3	"['NTRK1', 'NGF', 'GRB2', 'SOS1']"
SHH	"['SYVN1', 'SEL1L', 'DERL2', 'VCP', 'ERLEC1', 'OS9', 'GPC5', 'PTCH1', 'BOC', 'GAS1', 'HHIP']"
SHMT1	['SHMT1']
SHMT2	['SHMT2']
SHOC2	"['PPP1CC', 'MRAS', 'PPP1CB']"
SHPRH	"['RAD18', 'UBE2B']"
SHQ1	['DKC1']
SI	['SI']
SIAH1	"['UBE2L6', 'SNCA']"
SIAH2	"['UBE2L6', 'SNCA']"
SIN3A	"['MECP2', 'PRMT6']"
SIPA1	"['RAP1A', 'RAP1B']"
SIPA1L1	"['GRIN1', 'GRIN2B', 'GRIN2D', 'DLG2', 'DLG4', 'DLG3', 'GRIN2C', 'GRIN2A', 'PDLIM5']"
SIRPA	"['CD47', 'GRB2', 'PTK2B', 'SKAP2', 'PTPN11', 'PTPN6']"
SIRPG	['CD47']
SIRT1	"['HSF1', 'DNAJB1', 'HSPA1B', 'HSPA8', 'RRP8', 'SUV39H1', 'CCAR2', 'FOXO1', 'FOXO3', 'HIST2H3D', 'H3F3B', 'HIST2H4A', 'HIST1H3F']"
SIRT2	['ANKLE2']
SIRT3	"['FOXO3', 'IDH2', 'SOD2', 'GLUD1', 'ACSS2']"
SIRT4	['GLUD1']
SIRT5	['CYCS']
SIRT6	"['SIRT6', 'RBBP8']"
SKI	"['SMAD1', 'SMAD4', 'SMAD9', 'SMAD5', 'SMAD2', 'SMAD3', 'Q99ML9']"
SKIL	"['SMAD3', 'SMAD2', 'SMAD4', 'Q99ML9']"
SKIV2L	['TTC37']
SKP1	"['NFKBIA', 'RELA', 'NFKB1', 'DCUN1D3', 'SKP2', 'CUL1', 'CKS1B', 'RBX1', 'FBXW7', 'DCUN1D1', 'NEDD8', 'UBE2M', 'COMMD1', 'CCDC22', 'REL', 'NFKBIE', 'NFKBIB', 'GH2', 'GH1', 'JAK2', 'PRL', 'CSH1', 'PRLR', 'AURKA', 'FBXO5', 'CDC20', 'FZR1', 'Q01705', 'NOTCH1', 'BORA']"
SKP2	"['CUL1', 'CKS1B', 'FZR1', 'RB1', 'RBX1', 'UFD1', 'USP13']"
SLAMF6	"['SLAMF6', 'SH2D1A', 'SH2D1B']"
SLAMF7	['SLAMF7']
SLBP	"['NCBP1', 'NCBP2', 'NXF1', 'ALYREF', 'EIF4E']"
SLC10A1	['ALB']
SLC16A1	"['BSG', 'SLC16A1', 'SLC16A8', 'SLC16A3']"
SLC16A2	['SLC16A2']
SLC16A3	"['BSG', 'SLC16A3', 'SLC16A8']"
SLC16A8	"['BSG', 'SLC16A8']"
SLC18A3	"['RAB3A', 'SYT1', 'SLC18A3', 'VAMP2']"
SLC22A17	"['SLC22A17', 'LCN2']"
SLC25A11	['SLC25A11']
SLC25A4	"['ARL2BP', 'ARL2']"
SLC25A5	['SLC25A5']
SLC25A6	"['P0C0U1', 'SLC25A6', 'TIMM9', 'TIMM10B', 'TIMM22', 'TIMM10']"
SLC2A1	['SLC2A1']
SLC2A14	['SLC2A14']
SLC2A2	['SLC2A2']
SLC2A3	['SLC2A3']
SLC2A4	['SLC2A4']
SLC35D1	['SLC35D1']
SLC38A9	"['RHEB', 'AKT1S1', 'RPTOR', 'MLST8', 'MTOR', 'RRAGD', 'RRAGC', 'RRAGA', 'RRAGB', 'MAF1']"
SLC3A1	['SLC7A9']
SLC3A2	"['SLC7A10', 'SLC7A11', 'SLC7A7', 'SLC7A8']"
SLC40A1	['CP']
SLC4A1	['SLC4A1']
SLC5A6	['PDZD11']
SLC7A5	['SLC3A2']
SLC7A6	['SLC3A2']
SLC7A9	"['SLC3A1', 'SLC3A2']"
SLC8A3	['AKAP1']
SLC9A1	"['CD44', 'HMMR', 'STAB2', 'HYAL2', 'LYVE1']"
SLCO1A2	['ALB']
SLCO1B1	['ALB']
SLCO1B3	['ALB']
SLCO3A1	['AVP']
SLIT1	"['ROBO1', 'FLRT3', 'ROBO2', 'SLIT1']"
SLIT2	"['ROBO1', 'ARHGAP39', 'ROBO2', 'O55005', 'SRGAP1', 'SRGAP2', 'SRGAP3', 'DAG1', 'ABL2', 'ABL1', 'EVL', 'VASP', 'ENAH', 'MYO9B', 'NCK1', 'NCK2', 'SOS1', 'SOS2']"
SLIT3	"['ROBO1', 'SLIT3']"
SLX1B	"['RAD51C', 'XRCC3']"
SLX4	"['SLX1B', 'XRCC3', 'RAD51C']"
SMAD1	"['SMAD9', 'SMAD1', 'SMAD4']"
SMAD2	"['FOXO3', 'SMAD2', 'SMAD4', 'WWTR1', 'SMAD3', 'MEN1', 'PPM1A', 'Q99ML9', 'SP1', 'E2F4', 'TFDP1', 'E2F5', 'TFDP2', 'RBL1', 'TRIM33', 'NEDD4L', 'SMURF2', 'TGFBR1', 'TGFB1', 'TGFBR2']"
SMAD3	"['FOXO3', 'IL37', 'NOTCH4', 'SMAD3', 'SMAD2', 'RUNX3', 'STUB1', 'WWTR1', 'SMAD4', 'MEN1', 'PPM1A', 'Q99ML9', 'SP1', 'TFDP2', 'RBL1', 'E2F4', 'E2F5', 'TFDP1', 'TRIM33', 'NEDD4L', 'SMURF2', 'TGFBR1', 'TGFB1', 'TGFBR2']"
SMAD4	"['FOXO3', 'SMAD3', 'SMAD2', 'RUNX3', 'USP9X', 'WWTR1', 'SMAD5', 'SMAD1', 'SMAD9', 'MEN1', 'PPM1A', 'Q99ML9', 'SP1', 'TFDP1', 'RBL1', 'TFDP2', 'E2F5', 'E2F4', 'TRIM33', 'NEDD4L', 'SMURF2']"
SMAD5	"['SMAD9', 'SMAD1', 'SMAD5', 'SMAD4']"
SMAD6	"['SMURF1', 'SMURF2', 'SMAD1', 'SMAD9', 'SMAD5']"
SMAD7	"['SMURF1', 'SMURF2', 'SMAD5', 'SMAD1', 'SMAD9', 'NEDD4L', 'TGFBR1', 'BAMBI', 'TGFBR2', 'TGFB1', 'STRAP', 'PPP1CA', 'PPP1R15A', 'PPP1CC', 'PPP1CB']"
SMAD9	"['SMAD9', 'SMAD4']"
SMARCA2	['SMARCC2']
SMARCA4	"['EGR2', 'HDAC2', 'SMARCC2']"
SMARCA5	"['CENPA', 'HIST2H4A', 'H2AFX', 'HIST3H3']"
SMARCB1	"['SMARCC2', 'SMARCA2', 'SMARCA4']"
SMARCC1	"['SMARCB1', 'SMARCA4', 'SMARCA2', 'SMARCC2']"
SMDT1	"['SPG7', 'PHB2', 'MAIP1', 'PHB', 'AFG3L2']"
SMG1	"['UPF1', 'SMG8', 'SMG9']"
SMG8	"['UPF1', 'SMG9']"
SMG9	['UPF1']
SMO	"['PTCH1', 'SMO', 'KIF3A', 'ARRB2', 'ARRB1', 'GRK2', 'CSNK1A1']"
SMURF1	"['SMAD7', 'O35253', 'XPO1', 'TGFBR1', 'TGFB1', 'TGFBR2']"
SMURF2	"['AXIN2', 'AXIN1', 'SMAD2', 'SMAD7', 'TGFBR1', 'O35253', 'TGFBR2', 'TGFB1']"
SMYD2	['TP53']
SNAP23	"['STX4', 'VAMP2', 'VAMP7']"
SNCA	"['SNCA', 'SIAH1', 'USP9X']"
SNCAIP	"['PRKN', 'SIAH1', 'SIAH2', 'SNCA']"
SND1	['SND1']
SNF8	"['UBAP1', 'MVB12A', 'VPS37B', 'VPS37C', 'VPS28', 'VPS37A', 'TSG101', 'VPS37D', 'MVB12B']"
SNW1	"['NOTCH1', 'EP300', 'MAML1', 'MAML3', 'MAML2', 'KAT2B']"
SNX3	['USP10']
SOCS1	"['GHR', 'GH1', 'GH2', 'JAK2', 'IFNGR2', 'IFNG', 'IFNGR1', 'JAK1', 'ELOB', 'RBX1', 'CUL5', 'ELOC', 'TYK2', 'IFNAR1', 'STAT2', 'IFNB1', 'IFNAR2']"
SOCS2	"['GH1', 'GHR', 'JAK2', 'GH2']"
SOCS3	"['GHR', 'JAK2', 'GH1', 'GH2', 'IFNG', 'IFNGR1', 'IFNGR2', 'JAK1', 'LEP', 'LEPR', 'SOCS3', 'ELOB', 'RBX1', 'CUL5', 'ELOC', 'IL6R', 'IL6', 'IL6ST', 'IFNAR1', 'TYK2', 'IFNAR2', 'IFNB1', 'STAT2']"
SOCS6	"['KITLG', 'KIT']"
SOD1	"['SOD1', 'CCS']"
SOD2	['SOD2']
SOD3	['SOD3']
SORD	['SORD']
SORL1	['APP']
SOS1	"['KL', 'FGF23', 'FGFR1', 'FRS2', 'FRS3', 'SHC1', 'CD79B', 'IGHD', 'CD79A', 'IGKC', 'SYK', 'IGHM', 'SH3KBP1', 'GRB2', 'ERBB4', 'EGF', 'BTC', 'NRG2', 'ERBB2', 'EGFR', 'NRG4', 'EREG', 'NRG1', 'ERBB3', 'HBEGF', 'IRS2', 'IRS1', 'RANBP9', 'CSF2RB', 'IL3', 'CSF2RA', 'CSF2', 'SOS1', 'JAK2', 'IL3RA', 'IL5RA', 'IL5', 'GAB2', 'BTK', 'VAV2', 'VAV1', 'VAV3', 'RAC1', 'PAK2', 'PAK1', 'GRAP2', 'LCP2', 'PLCG2', 'PLCG1', 'TEC', 'ITK', 'PTK2', 'KRAS', 'NRAS', 'HRAS']"
SOS2	['RAC1']
SOX10	"['SOX10', 'EGR2', 'SMARCA4', 'HDAC2']"
SOX13	"['LEF1', 'CTNNB1', 'TCF7L2']"
SOX17	"['TCF7L2', 'CTNNB1', 'LEF1']"
SOX2	"['MECP2', 'POU5F1', 'NANOG']"
SOX4	"['LEF1', 'TCF7L2', 'CTNNB1']"
SP1	['ZNF143']
SPARC	['STAB1']
SPAST	['VPS4A']
SPC24	"['SPC25', 'NDC80', 'NUF2']"
SPC25	['NUF2']
SPG7	"['AFG3L2', 'PHB', 'MAIP1', 'PHB2']"
SPHK1	"['KRAS', 'RASA1', 'NRAS', 'HRAS']"
SPI1	"['EP300', 'CEBPA', 'DEK']"
SPINK6	"['KLK13', 'KLK14', 'KLK5']"
SPINK9	['KLK5']
SPN	['SPN']
SPO11	['SPO11']
SPOP	"['SPOP', 'RBX1', 'GLI3', 'GLI2']"
SPOPL	['SPOP']
SPP1	"['ITGB1', 'ITGA8', 'P09055', 'A2ARA8', 'Q8R2H2', 'D4AC54', 'F1LZX9', 'P49134', 'ITGA4', 'ITGA5', 'ITGA9', 'ITGB5', 'ITGB3', 'ITGAV']"
SPR	['SPR']
SPRED1	"['FGFRL1', 'NF1', 'SPRED1']"
SPRED2	"['FGFRL1', 'SPRED2']"
SPRED3	['SPRED3']
SPRY1	"['CBL', 'EGFR']"
SPRY2	"['CBL', 'EGFR', 'PPP2CA', 'PPP2CB', 'PPP2R1A', 'BRAF']"
SPTA1	"['PTPRA', 'GRB2', 'PTK2', 'SOS1', 'KCNQ2', 'SCN5A', 'SCN1B', 'KCNQ3', 'SPTA1', 'SPTAN1']"
SPTAN1	"['PTPRA', 'PTK2', 'SOS1', 'GRB2', 'KCNQ2', 'SCN5A', 'KCNQ3', 'SCN1B', 'SPTAN1']"
SPTLC1	"['SPTSSA', 'SPTSSB']"
SPTLC2	"['SPTLC1', 'SPTSSA', 'SPTSSB']"
SPTLC3	"['SPTLC1', 'SPTSSB', 'SPTSSA']"
SQOR	['SQOR']
SQSTM1	"['MAP3K3', 'NGFR', 'NGF', 'IRAK1', 'ITGB3BP']"
SRC	"['F2R', 'MAPK1', 'MAPK3', 'ARRB1', 'ARRB2', 'CRK', 'DOCK1', 'ELMO1', 'ELMO2', 'SRC', 'VAV2', 'VAV3', 'NGEF', 'TIAM1', 'EFNB3', 'EFNB2', 'EFNB1', 'GIT1', 'ARHGEF7', 'RAC1', 'PAK1', 'PAK3', 'ERBB4', 'PIK3CA', 'PIK3R1', 'PTK2', 'GNAI3', 'GNAI2', 'GNAI1', 'GNAT3', 'GNAS', 'GRB2', 'SOS1', 'HGF', 'MET', 'ITGB3', 'ITGA2B', 'TLN1', 'RAP1A', 'APBB1IP', 'RAP1B', 'STRN', 'DCC', 'NTN1', 'NCK1', 'TRIO', 'CDC42', 'ABLIM3', 'ABLIM1', 'ABLIM2', 'PDGFB', 'PDGFA', 'PDGFRB', 'PDGFRA', 'RHOD', 'DIAPH2', 'CSK', 'SYK', 'AXL', 'PIK3CB', 'PIK3R2', 'VEGFA', 'KDR', 'SHB', 'HSP90AA1', 'GJA1', 'RUNX1', 'TJP1', 'FGB', 'FN1', 'FGG', 'VWF', 'FGA', 'EGFR', 'FYN', 'PTPRA', 'SPTAN1', 'SPTA1', 'NCAM1', 'SIRPA', 'CD47', 'L1CAM', 'UNC5C', 'WASL', 'PLCG1', 'BTC', 'EGF', 'HBEGF', 'EREG', 'NRG1', 'NRG4', 'NRG2', 'ERBB3', 'ERBB2', 'CLEC7A', 'ACTN2', 'CAMK2B', 'CAMK2A', 'DLG2', 'GRIN1', 'GRIN2A', 'NEFL', 'DLG1', 'DLG3', 'LRRC7', 'GRIN2B', 'DLG4', 'PPP2CB', 'PPP2CA', 'SPRY2', 'PPP2R1A', 'NTRK2', 'PTK2B', 'ITGAV', 'VAV1', 'FUNDC1']"
SREBF1	"['SREBF1', 'SREBF2', 'KPNB1', 'NFYC', 'NFYA', 'NFYB', 'SP1', 'SCAP']"
SREBF2	"['EGR2', 'SREBF2', 'P97260', 'SREBF1', 'KPNB1', 'NFYA', 'NFYC', 'NFYB', 'SP1', 'SCAP', 'INSIG2']"
SRF	"['CREB1', 'ELK1', 'MKL1', 'SCAI', 'MEF2D']"
SRGAP1	['CDC42']
SRGAP2	['CDC42']
SRGAP3	['CDC42']
SRMS	['PTK6']
SRPRA	['SRPRB']
SRR	['SRR']
SRRM1	['SRRM2']
SRRT	"['NCBP2', 'NCBP1', 'PHAX']"
SSR2	"['SSR1', 'SSR4', 'SSR3']"
SSR3	"['SSR1', 'SSR4']"
SSR4	['SSR1']
SSRP1	"['CSNK2A2', 'CSNK2B', 'CSNK2A1']"
SSTR3	['ARL6']
ST13	['ST13']
ST14	"['FLG', 'KLK5']"
STAB1	['SPARC']
STAM	"['EPS15', 'HGS', 'STAMBP', 'VPS28', 'VPS37D', 'UBAP1', 'VPS37A', 'TSG101', 'MVB12B', 'MVB12A', 'VPS37B', 'VPS37C']"
STAM2	"['EPS15', 'HGS', 'USP8', 'MVB12B', 'VPS37A', 'VPS37C', 'UBAP1', 'TSG101', 'VPS37D', 'MVB12A', 'VPS37B', 'VPS28']"
STAP2	"['PTK6', 'STAT3']"
STAR	"['STARD3NL', 'STARD3']"
STARD3	['STARD3NL']
STAT1	"['STAT1', 'GH2', 'GHR', 'GH1', 'JAK2', 'IFNAR2', 'JAK1', 'STAT2', 'IFNB1', 'IL12A', 'EBI3', 'IL6ST', 'STAT3', 'IL4R', 'IL13', 'TYK2', 'IL13RA1', 'IL21', 'IL21R', 'IL2RG', 'JAK3', 'IL24', 'IL20RA', 'IL20RB', 'IL26', 'IL10RB', 'IL27', 'IL27RA', 'IL12RB2', 'IRF9', 'STAT5B', 'RUNX2', 'IFNGR2', 'IFNGR1', 'IFNG', 'IL6R', 'IL6', 'PDGFRA', 'KIT', 'STAT5A', 'KITLG', 'STAT4', 'IFNAR1']"
STAT2	"['IFNAR1', 'TYK2', 'STAT2', 'IFNAR2', 'JAK1', 'IFNB1', 'IRF9', 'STAT1']"
STAT3	"['STAT3', 'GH1', 'JAK2', 'GHR', 'GH2', 'TYK2', 'JAK1', 'IL10RA', 'IL10RB', 'IL10', 'IL13RA1', 'IL13', 'IL4R', 'IL21R', 'IL21', 'JAK3', 'IL2RG', 'PTPN11', 'IL22', 'IL22RA1', 'IL23A', 'IL12RB1', 'IL12B', 'IL23R', 'IL20RB', 'IL24', 'IL20RA', 'IL26', 'IL4', 'TSLP', 'CRLF2', 'IL7R', 'STAT5B', 'LEPR', 'LEP', 'CEBPB', 'POU5F1', 'IL6', 'IL6ST', 'IL6R', 'PDGFRA', 'KITLG', 'KIT', 'STAT5A', 'STAT1']"
STAT4	"['TYK2', 'IL12RB2', 'JAK2', 'IL12B', 'IL12RB1', 'STAT4', 'IL12A', 'JAK1', 'IL2RG', 'JAK3', 'IL21', 'IL21R', 'STAT3', 'IL23A', 'IL23R', 'EBI3', 'IL6ST', 'STAT1']"
STAT5A	"['STAT5A', 'STAT5B', 'ERBB4', 'CSF2RB', 'IL5', 'IL5RA', 'JAK2', 'IL3RA', 'IL3', 'IL7', 'JAK3', 'IL2RG', 'JAK1', 'IL7R', 'STAT3', 'STAT1', 'KIT', 'KITLG']"
STAT5B	"['STAT5B', 'IL5RA', 'JAK2', 'IL5', 'CSF2RB', 'IL3RA', 'IL3', 'IL7', 'IL2RG', 'IL7R', 'JAK3', 'JAK1', 'KITLG', 'KIT', 'STAT3']"
STAT6	"['IL4R', 'IL13RA1', 'TYK2', 'IL13', 'JAK1', 'JAK2', 'IL4', 'IL2RG', 'JAK3', 'STAT6']"
STIM1	['STIM1']
STIP1	"['FKBP4', 'FKBP5', 'HSPA1B', 'HSPA8', 'HSP90AB1', 'HSP90AA1', 'DNAJA4', 'DNAJA2', 'DNAJA1', 'PTGES3']"
STK11	"['CAB39', 'CAB39L', 'TP53', 'NUAK1', 'PRKAA2', 'PRKAG1', 'PRKAG2', 'PRKAG3', 'PRKAB2', 'PRKAB1', 'PRKAA1']"
STK3	"['STK3', 'SAV1', 'MOB1B', 'LATS2', 'LATS1', 'MOB1A']"
STK4	"['STK4', 'SAV1', 'LATS1', 'LATS2', 'MOB1B', 'MOB1A']"
STN1	"['PRIM1', 'POLA1', 'POLA2', 'PRIM2']"
STOML3	"['ASIC3', 'ASIC5', 'ASIC2', 'ASIC1']"
STON2	"['TOR1A', 'SYT2', 'SYT1', 'SYT9']"
STRA6	"['RBP4', 'TTR']"
STRADA	"['CAB39L', 'STK11', 'CAB39']"
STRADB	"['CAB39L', 'STK11', 'CAB39']"
STRAP	"['TGFB1', 'TGFBR2', 'TGFBR1']"
STRN	"['STRN', 'SRC', 'PIK3R1', 'PIK3CA', 'GNAI1', 'GNB1', 'GNG2', 'GNAI3', 'GNAT3', 'GNAI2']"
STS	['STS']
STX10	"['STX16', 'VTI1A', 'VAMP3', 'NSF', 'GCC2', 'VPS51', 'RAB9A', 'RABEPK', 'IGF2R', 'VPS54', 'VPS53', 'VPS52', 'M6PR']"
STX16	"['VAMP3', 'NSF', 'VAMP4', 'M6PR', 'VPS54', 'RAB9A', 'VPS52', 'RABEPK', 'VPS53', 'VPS51', 'GCC2', 'IGF2R']"
STX1A	"['LGI3', 'VAMP2', 'SNAP25', 'STXBP1', 'STXBP2']"
STX1B	['LGI3']
STX4	"['SEC22B', 'VAMP2', 'VAMP7']"
STX5	"['BET1', 'SEC23A', 'SEC24D', 'SEC24C', 'YKT6', 'SEC22B', 'GOLGA2', 'GORASP1', 'USO1', 'GOLIM4', 'CUX1', 'GOSR1', 'GOLGA5']"
STX6	"['STX16', 'VTI1A', 'VAMP4', 'NSF']"
STXBP1	['STX1A']
STXBP3	['STX4']
SUCLG1	['SUCLA2']
SUCLG2	['SUCLG1']
SUFU	"['GLI3', 'GLI2', 'GLI1', 'NUMB', 'ITCH', 'ULK3']"
SUGT1	"['SUGT1', 'HSP90AB1', 'PYCARD', 'CASP1']"
SULT1A1	['SULT1A1']
SULT1A2	['SULT1A2']
SULT1A3	['SULT1A3']
SULT1B1	['SULT1B1']
SULT1C2	['SULT1C2']
SULT1C4	['SULT1C4']
SULT1E1	['SULT1E1']
SULT2A1	['SULT2A1']
SULT2B1	['SULT2B1']
SULT4A1	['SULT4A1']
SULT6B1	['SULT6B1']
SUMF1	['SUMF2']
SUMO1	"['AR', 'SUMO1', 'HDAC1', 'IKBKG', 'MITF', 'NCOA1', 'NR1H4', 'NR3C1', 'PPARG', 'THRA', 'CREBBP', 'FOXL2', 'MKL1', 'NCOA2', 'Q61026', 'PGR', 'RAD52', 'THRB', 'VHL', 'TP53BP1', 'PAXIP1', 'CHEK2', 'PIAS4', 'RNF168', 'RANBP2', 'UBE2I', 'RNF8', 'BRCA1', 'CTBP1', 'HDAC2', 'HDAC4', 'HERC2', 'ING2', 'MDM2', 'PARK7', 'PCNA', 'PPARGC1A', 'RANGAP1', 'SATB1', 'SIN3A', 'SP100', 'SP3', 'STAG2', 'NRIP1', 'SUZ12', 'TOP2B', 'TOPORS', 'UBA2', 'ZNF131', 'XPC', 'PIAS1', 'STAT1', 'DNMT3A', 'SAE1', 'UBE2V2', 'UBE2N', 'P59595', 'NR3C2', 'XRCC4', 'NR5A1', 'CASP8AP2', 'RORA', 'SUMO2', 'RAN', 'TOP2A', 'RIF1', 'DDX17', 'NCOR2', 'TFAP2A']"
SUMO2	"['SUMO2', 'KAT5', 'HIST2H4A', 'RAD50', 'MRE11', 'H2AFX', 'HIST3H3', 'NBN', 'ATM', 'UBE2N', 'RNF8', 'SUMO1', 'UBE2V2', 'HERC2', 'RNF168', 'PIAS4', 'MDC1', 'UBA2', 'UBE2I', 'XPC', 'SAE1', 'NR1H2', 'NR1H3', 'TP53', 'L3MBTL2', 'SP3', 'NR5A1', 'MTA1', 'RORA', 'TOP2A', 'VDR', 'HDAC4', 'PML', 'RANBP2', 'SP100', 'BLM', 'NOP58', 'NPM1']"
SUMO3	"['SUMO3', 'SUMO2', 'UBE2I', 'XPC', 'SAE1', 'UBA2', 'NR1H2', 'NR1H3', 'TP53', 'SATB2', 'THRB', 'MTA1', 'THRA', 'RELA', 'TOP2A', 'HDAC4', 'BLM', 'HIST2H4A', 'NPM1', 'PML']"
SUOX	['SUOX']
SUPT16H	"['CSNK2A2', 'CSNK2A1', 'CSNK2B', 'SSRP1']"
SUPT4H1	"['NELFCD', 'NELFE', 'NELFA', 'NELFB', 'CTDP1', 'NCBP2', 'NCBP1', 'CCNT2', 'CCNT1', 'CDK9', 'CCNK']"
SUPT5H	"['NELFCD', 'NELFE', 'NELFB', 'NELFA', 'SUPT4H1', 'NCBP1', 'CTDP1', 'NCBP2', 'CCNT2', 'CCNK', 'CCNT1', 'CDK9', 'RNMT', 'GTF2F1', 'RNGTT', 'GTF2F2']"
SURF4	"['TMED10', 'TMED9']"
SUV39H1	"['RRP8', 'HIST2H3D', 'HIST2H4A', 'HIST1H3F', 'H3F3B']"
SUZ12	"['DNMT3A', 'DNMT3B', 'DNMT1', 'RBBP7', 'EZH2', 'EED', 'RBBP4', 'AEBP2', 'MTF2', 'UBE2I', 'SUMO1', 'HIST2H4A', 'HIST2H3D', 'HIST1H3F', 'H3F3B']"
SV2A	"['P0DPI0', 'Q00496']"
SV2B	"['P0DPI0', 'Q00496']"
SV2C	['P0DPI0']
SYCE1	"['TEX12', 'SYCE2']"
SYCE2	['TEX12']
SYCE3	"['SYCE1', 'SYCE2', 'TEX12']"
SYCP1	['SYCP1']
SYCP2	"['SYCP3', 'BRCA1', 'HIST2H4A', 'HIST3H3', 'H2AFX']"
SYCP3	"['BRCA1', 'HIST3H3', 'HIST2H4A', 'H2AFX']"
SYK	"['IGKC', 'CD79A', 'IGHD', 'IGHM', 'CD79B', 'ELMO1', 'CRK', 'ELMO2', 'DOCK1', 'B2M', 'KLRC2', 'HLA-E', 'TREM2', 'TYROBP', 'FYN', 'KLRD1', 'LCK', 'KLRK1', 'PLCG2', 'PLCG1', 'VAV1', 'VAV3', 'VAV2', 'PIK3R2', 'PIK3R1', 'PIK3CB', 'PIK3CA', 'SYK', 'IGHG1', 'IGHG2', 'FCGR3A', 'IGHG4', 'CD247', 'Q4QD44', 'IGHG3', 'CD3G', 'SHC1', 'LAT', 'BTK', 'SOS1', 'GRAP2', 'LCP2', 'GRB2', 'LAT2', 'GAB2', 'ITK', 'TEC', 'FCGR1A', 'FCGR2A']"
SYNJ1	['DNM2']
SYNJ2	['DNM2']
SYS1	"['ARFRP1', 'ARL1']"
SYT1	"['P10844', 'Q60393', 'SLC18A3', 'RAB3A', 'VAMP2', 'SLC17A7', 'STON2', 'SYT1']"
SYT11	['SYT11']
SYT2	"['P10844', 'STON2', 'SYT2']"
SYT8	['SYT8']
SYT9	"['STON2', 'SYT9']"
SYVN1	['SYVN1']
SZT2	"['NPRL3', 'NPRL2', 'DEPDC5', 'BMT2', 'CASTOR1', 'CASTOR2']"
TAB1	"['BCL10', 'MALT1', 'CARD11', 'TRAF6', 'PRKCQ', 'MAP3K7', 'TAB3', 'TAB2', 'TICAM1', 'TAB1', 'TLR4', 'TICAM2', 'CD14', 'LY96', 'IRAK1', 'UBE2V1', 'UBE2N', 'IRAK2', 'CARD9', 'TLR3']"
