,gene,ndiseases
1742,SAR1B,1
1743,SECISBP2,1
1744,USH1G,1
1745,SBF2,1
1746,KLHL41,1
1747,KANK1,1
1748,CAMK2B,1
1749,TJP2,1
1750,CCNO,1
1751,HSD3B7,1
1752,SIN3A,1
1753,MESD,1
1754,MCFD2,1
1755,PRPF4,1
1756,ABCA12,1
1757,CNNM4,1
1758,ACAT1,1
1759,RGS9BP,1
1760,VPS13B,1
1761,FRAS1,1
1762,CLN8,1
1763,GNPTG,1
1764,GBE1,1
1765,LEMD3,1
1766,YY1AP1,1
1767,RCBTB1,1
1768,FBXO11,1
1769,INPP5K,1
1770,NNT,1
1771,EXOC6B,1
1772,SLC52A2,1
1773,SLC52A1,1
1774,DSG4,1
1775,FERMT1,1
1776,FERMT3,1
1777,SELENOI,1
1778,WHRN,1
1779,CCM2,1
1780,SUMF1,1
1781,CEP57,1
1782,BBS9,1
1783,COX4I2,1
1784,SCYL1,1
1785,GORAB,1
1786,SPRY4,1
1787,ASH1L,1
1788,NAA15,1
1789,SIL1,1
1790,NBAS,1
1791,ASPA,1
1792,ANTXR2,1
1793,UBE3B,1
1794,ETFA,1
1795,HES7,1
1796,NHLRC1,1
1797,PLCZ1,1
1798,APOC2,1
1799,NFU1,1
1800,CLN5,1
1801,PUS1,1
1802,FANCL,1
1803,TRAK1,1
1804,NSMF,1
1805,NIPA1,1
1806,SATB2,1
1807,EXOC7,1
1808,CACNA2D4,1
1809,ATCAY,1
1810,SPG21,1
1811,CHSY1,1
1812,CDK5RAP2,1
1813,MECR,1
1814,ADSL,1
1815,NANOS1,1
1816,SNIP1,1
1817,NSMCE3,1
1818,TASP1,1
1819,MACF1,1
1820,NEU1,1
1821,KIF21A,1
1822,NADSYN1,1
1823,FIBP,1
1824,NAGS,1
1825,LGI4,1
1826,SLC13A5,1
1827,PINK1,1
1828,ASL,1
1829,ARG1,1
1830,GRHL3,1
1831,PHF21A,1
1832,SLC36A2,1
1833,BCKDHA,1
1834,HJV,1
1835,DNAJC6,1
1836,NEMF,1
1837,CERKL,1
1838,PLCE1,1
1839,MMP21,1
1840,MCEE,1
1841,PANX1,1
1842,CYP26C1,1
1843,CHST14,1
1844,ZBTB18,1
1845,MRAS,1
1846,TLK2,1
1847,SYNE2,1
1848,KMT2E,1
1849,ETHE1,1
1850,PYGM,1
1851,COL27A1,1
1852,ANAPC1,1
1853,SLC26A8,1
1854,SMOC1,1
1855,STAG3,1
1856,PRICKLE1,1
1857,CYBA,1
1858,NCF1,1
1859,NCF2,1
1860,PIGU,1
1861,NCAPG2,1
1862,FBXO38,1
1863,GTPBP3,1
1864,GLIS2,1
1865,EIF4A3,1
1866,VPS11,1
1867,VPS33B,1
1868,MTX2,1
1869,CFHR5,1
1870,GLDN,1
1871,CYP4V2,1
1872,PTRH2,1
1873,STRADA,1
1874,ROBO3,1
1875,SEC63,1
1876,ANO6,1
1877,PSMC3IP,1
1878,NIPBL,1
1879,ZMYND11,1
1880,BNC2,1
1881,FCSK,1
1882,MIB1,1
1883,TP53RK,1
1884,TPRKB,1
1885,FIGLA,1
1886,BMPER,1
1887,CDON,1
1888,CYP2R1,1
1889,PHACTR1,1
1890,SLC39A5,1
1891,SLC39A8,1
1892,SLC39A13,1
1893,SLC25A24,1
1894,ALG3,1
1895,C1QTNF5,1
1896,TSEN2,1
1897,TSEN15,1
1898,CLP1,1
1899,PDHX,1
1900,DLAT,1
1901,KLHL10,1
1902,GTF2H5,1
1903,PC,1
1904,GIPC3,1
1905,MEI1,1
1906,GSDME,1
1907,GCDH,1
1908,RDH12,1
1909,GREM2,1
1910,CPAMD8,1
1911,NAXE,1
1912,LRIG2,1
1913,SEMA6B,1
1914,VPS13D,1
1915,VPS13C,1
1916,RALGAPA1,1
1917,SLC6A19,1
1918,AHI1,1
1919,SGCG,1
1920,UNC13D,1
1921,PITPNM3,1
1922,ARL13B,1
1923,FREM1,1
1924,FREM2,1
1925,CABP4,1
1926,MAFB,1
1927,DNAJC19,1
1928,ADAMTS10,1
1929,MCCC1,1
1930,MCCC2,1
1931,HLCS,1
1932,BTD,1
1933,PNKD,1
1934,KDELR2,1
1935,MMUT,1
1936,PNPLA2,1
1937,PDCD10,1
1938,KDM1A,1
1939,FLVCR1,1
1940,NFASC,1
1941,SGO1,1
1942,KNL1,1
1943,D2HGDH,1
1944,SUGCT,1
1945,MPLKIP,1
1946,MRAP,1
1947,MRPS16,1
1948,IVNS1ABP,1
1949,SEC61A1,1
1950,WDR45B,1
1951,IQCB1,1
1952,GPSM2,1
1953,RNF13,1
1954,CRBN,1
1955,NCAPD3,1
1956,EIF2AK4,1
1957,SPRED1,1
1958,SLC25A22,1
1959,DBH,1
1960,RSPH1,1
1961,TTC7A,1
1962,CBLIF,1
1963,REEP6,1
1964,KIFBP,1
1965,ATL3,1
1966,KDM3B,1
1967,IER3IP1,1
1968,NIPAL4,1
1969,STOX1,1
1970,ERCC8,1
1971,PIKFYVE,1
1972,LHFPL5,1
1973,CELA2A,1
1974,MAN2B1,1
1975,GBA2,1
1976,MANBA,1
1977,CDHR1,1
1978,CYP27B1,1
1979,TOPORS,1
1980,CHMP2B,1
1981,THAP1,1
1982,ALDH3A2,1
1983,ARID2,1
1984,PREPL,1
1985,ACADVL,1
1986,CUL7,1
1987,L2HGDH,1
1988,RIT1,1
1989,NECTIN4,1
1990,TUBGCP4,1
1991,SLC30A2,1
1992,DDX58,1
1993,FANCM,1
1994,NLRP12,1
1995,NDUFAF2,1
1996,NLRP7,1
1997,WDR36,1
1998,SLITRK6,1
1999,CEP250,1
2000,FARSB,1
2001,HPD,1
2002,PKD1L1,1
2003,ILDR1,1
2004,TRIOBP,1
2005,BLOC1S3,1
2006,SDR9C7,1
2007,UBAP1,1
2008,LINGO1,1
2009,BICD2,1
2010,HMBS,1
2011,SLC34A3,1
2012,MMACHC,1
2013,SI,1
2014,PPCS,1
2015,TMPRSS6,1
2016,TCTN1,1
2017,ATOH7,1
2018,KREMEN1,1
2019,CFAP91,1
2020,KAT8,1
2021,VPS37A,1
2022,CDCA7,1
2023,RNF216,1
2024,PPA2,1
2025,CEP55,1
2026,COL25A1,1
2027,TNIK,1
2028,ARSG,1
2029,TNPO3,1
2030,VPS33A,1
2031,VPS45,1
2032,CLDN19,1
2033,KCNT2,1
2034,ALDH5A1,1
2035,TUBGCP6,1
2036,CC2D1A,1
2037,TECR,1
2038,DNAL1,1
2039,DNAH17,1
2040,TENM3,1
2041,TENM4,1
2042,PRMT7,1
2043,RINT1,1
2044,MCM9,1
2045,OSGEP,1
2046,ANO3,1
2047,ADAMTSL4,1
2048,BBS10,1
2049,CCT5,1
2050,IQSEC1,1
2051,SPEF2,1
2052,GLIS3,1
2053,B3GALNT2,1
2054,MED25,1
2055,PJVK,1
2056,RIN2,1
2057,ZNF750,1
2058,LNPK,1
2059,ZFYVE27,1
2060,DNAJB13,1
2061,PIGS,1
2062,PIGM,1
2063,PIGV,1
2064,PIGW,1
2065,LIPT1,1
2066,SLC6A17,1
2067,MAFA,1
2068,B3GLCT,1
2069,RNASEH2B,1
2070,RNASEH2C,1
2071,P3H1,1
2072,P3H2,1
2073,LINS1,1
2074,RIC1,1
2075,PADI6,1
2076,LAMTOR2,1
2077,MPEG1,1
2078,TRAPPC6B,1
2079,PACS2,1
2080,RNF125,1
2081,RTTN,1
2082,SMPD4,1
2083,RTN4IP1,1
2084,SEC23A,1
2085,ATP13A2,1
2086,GLYCTK,1
2087,CEP41,1
2088,FAM126A,1
2089,DCPS,1
2090,UBE2T,1
2091,GNAS-AS1,1
2092,UFM1,1
2093,UFC1,1
2094,PDSS2,1
2095,ZNF687,1
2096,MARVELD2,1
2097,RSPO4,1
2098,FLAD1,1
2099,PRCD,1
2100,GINS1,1
2101,ADPRS,1
2102,CTHRC1,1
2103,CUX2,1
2104,NGLY1,1
2105,PIGY,1
2106,CYP2U1,1
2107,NACC1,1
2108,PFKM,1
2109,BBS12,1
2110,HIBCH,1
2111,HYLS1,1
2112,TTC12,1
2113,TNRC6B,1
2114,STRA6,1
2115,DOLK,1
2116,MNS1,1
2117,CNPY3,1
2118,SLC35D1,1
2119,HYDIN,1
2120,SLC25A38,1
2121,SLC25A42,1
2122,SLC25A46,1
2123,ZNF335,1
2124,ANKRD26,1
2125,CARMIL2,1
2126,AGL,1
2127,GNB4,1
2128,FLVCR2,1
2129,HACE1,1
2130,KMT5B,1
2131,CHMP4B,1
2132,ARHGAP31,1
2133,NSUN2,1
2134,RBCK1,1
2135,IL17RC,1
2136,SOX17,1
2137,LRSAM1,1
2138,NOBOX,1
2139,PSAT1,1
2140,DARS2,1
2141,YARS2,1
2142,TRAPPC2L,1
2143,TRAPPC4,1
2144,OBSL1,1
2145,ISCA1,1
2146,TRMT5,1
2147,FA2H,1
2148,SLC25A26,1
2149,RUSC2,1
2150,SETD1B,1
2151,FAM20C,1
2152,FAM20A,1
2153,CCDC65,1
2154,ACAD9,1
2155,FGD4,1
2156,TELO2,1
2157,SLC30A10,1
2158,ATXN10,1
2159,XPA,1
2160,IFT80,1
2161,ANKRD11,1
2162,DNAJC5,1
2163,RELT,1
2164,AKT3,1
2165,SUCLG1,1
2166,TMEM38B,1
2167,TDRD7,1
2168,DNMBP,1
2169,NHEJ1,1
2170,KLHL24,1
2171,PIK3R5,1
2172,MED12L,1
2173,DNAJB6,1
2174,DNAJB11,1
2175,INTS1,1
2176,TENT5A,1
2177,FANCI,1
2178,DIP2B,1
2179,ADNP,1
2180,LCA5,1
2181,SRCAP,1
2182,CEP135,1
2183,TTC21A,1
2184,DOCK8,1
2185,SLC10A7,1
2186,PLEKHM1,1
2187,MBD5,1
2188,YIPF5,1
2189,CA2,1
2190,CYP4F22,1
2191,GATA5,1
2192,GUSB,1
2193,CAMTA1,1
2194,CISD2,1
2195,RARS2,1
2196,EMG1,1
2197,ARSB,1
2198,NALCN,1
2199,SEPTIN12,1
2200,KIAA1109,1
2201,FBP1,1
2202,SGMS2,1
2203,KDM6B,1
2204,TXNL4A,1
2205,ERLIN1,1
2206,ERLIN2,1
2207,MIR96,1
2208,SCAPER,1
2209,NECAP1,1
2210,UBIAD1,1
2211,ARV1,1
2212,PPIP5K2,1
2213,CSPP1,1
2214,PGAP1,1
2215,TBC1D20,1
2216,TRMT1,1
2217,SLC46A1,1
2218,KHDC3L,1
2219,CLMP,1
2220,TTBK2,1
2221,ATP6V0A2,1
2222,IRF2BPL,1
2223,KCTD7,1
2224,KLC2,1
2225,LMF1,1
2226,ASPRV1,1
2227,NDUFAF4,1
2228,GPD1L,1
2229,PGAP3,1
2230,ELOVL5,1
2231,ELOVL1,1
2232,ERF,1
2233,PLEKHG2,1
2234,MIR140,1
2235,VWA1,1
2236,RFT1,1
2237,SLC16A12,1
2238,ISCU,1
2239,FAM83H,1
2240,TRAPPC9,1
2241,MRPS2,1
2242,MRPS34,1
2243,ZFYVE26,1
2244,OTUD6B,1
2245,IYD,1
2246,LARP7,1
2247,FITM2,1
2248,PARS2,1
2249,RNF212,1
2250,BEAN1,1
2251,ZNF469,1
2252,UQCRQ,1
2253,CIC,1
2254,KLLN,1
2255,SLC17A9,1
2256,PNPLA1,1
2257,MYSM1,1
2258,ZFP57,1
2259,GALNS,1
2260,ADGRG6,1
2261,MAST1,1
2262,TTLL5,1
2263,ADAMTSL2,1
2264,FUCA1,1
2265,PROC,1
2266,KRT6C,1
2267,FASTKD2,1
2268,PAH,1
2269,NDUFAF5,1
2270,SLC29A3,1
2271,STING1,1
2272,FECH,1
2273,CHKB,1
2274,TLE6,1
2275,FAT4,1
2276,LRTOMT,1
2277,TMEM70,1
2278,EYS,1
2279,KANSL1,1
2280,MEGF10,1
2281,ACTL6B,1
2282,RNF43,1
2283,ADSS1,1
2284,COLEC11,1
2285,DCAF17,1
2286,DNAAF2,1
2287,LMBRD1,1
2288,UNC80,1
2289,NDUFA11,1
2290,ANK1,1
2291,RSPH4A,1
2292,RSPH9,1
2293,TBC1D7,1
2294,RFX6,1
2295,WRAP53,1
2296,QDPR,1
2297,RNF168,1
2298,PTS,1
2299,ALDOB,1
2300,CPOX,1
2301,CCBE1,1
2302,GPIHBP1,1
2303,TAPT1,1
2304,SMARCAD1,1
2305,PISD,1
2306,DUOXA2,1
2307,SETD2,1
2308,DPYD,1
2309,PTDSS1,1
2310,EARS2,1
2311,CARS2,1
2312,VARS2,1
2313,SARS2,1
2314,COQ9,1
2315,SDHAF1,1
2316,TUBB2B,1
2317,PHIP,1
2318,EXPH5,1
2319,NXN,1
2320,COQ4,1
2321,TUBB1,1
2322,NDUFAF3,1
2323,PGAM2,1
2324,RNASET2,1
2325,TACO1,1
2326,TMEM126A,1
2327,ASXL2,1
2328,RAB28,1
2329,SEPSECS,1
2330,TAT,1
2331,SDHAF2,1
2332,PMPCA,1
2333,LOXHD1,1
2334,MYT1L,1
2335,GM2A,1
2336,CTSA,1
2337,RETREG1,1
2338,NEXN,1
2339,STN1,1
2340,CTC1,1
2341,TSPAN12,1
2342,MIR184,1
2343,VWF,1
2344,SERPINF2,1
2345,RBM20,1
2346,SMG9,1
2347,BOLA3,1
2348,DNAAF1,1
2349,XPC,1
2350,CYB5R3,1
2351,WDR72,1
2352,CYB5A,1
2353,AGA,1
2354,PEPD,1
2355,PPP1R15B,1
2356,MOCOS,1
2357,USB1,1
2358,SLX4,1
2359,ZC3H14,1
2360,GRXCR1,1
2361,ATXN8,1
2362,SH3PXD2B,1
2363,MARCHF6,1
2364,FEZF1,1
2365,ALKBH8,1
2366,DPYS,1
2367,KIAA1549,1
2368,OAT,1
2369,RSRC1,1
2370,TPRN,1
2371,DRAM2,1
2372,DYNC2I2,1
2373,POMP,1
2374,AVIL,1
2375,VIPAS39,1
2376,LACC1,1
2377,TMEM106B,1
2378,KCTD1,1
2379,PCARE,1
2380,FCHO1,1
2381,TCN2,1
2382,HPSE2,1
2383,LIPA,1
2384,RUBCN,1
2385,UROD,1
2386,OPN1SW,1
2387,SDCCAG8,1
2388,FAN1,1
2389,XPNPEP3,1
2390,TET3,1
2391,WDR62,1
2392,FAM161A,1
2393,HOGA1,1
2394,ABHD12,1
2395,WDR35,1
2396,SCARF2,1
2397,NUBPL,1
2398,FOXRED1,1
2399,AP5Z1,1
2400,ALG11,1
2401,SOBP,1
2402,SLC25A20,1
2403,POLR1D,1
2404,MSRB3,1
2405,ANO10,1
2406,KBTBD13,1
2407,CCDC115,1
2408,PYGL,1
2409,G6PC1,1
2410,C1R,1
2411,CCDC39,1
2412,CCDC40,1
2413,TTC19,1
2414,UBR7,1
2415,GZF1,1
2416,TCTN2,1
2417,PRSS56,1
2418,FAH,1
2419,F10,1
2420,HSD3B2,1
2421,UMPS,1
2422,DPY19L2,1
2423,BPGM,1
2424,FANCF,1
2425,HMGCL,1
2426,FANCC,1
2427,TGM6,1
2428,LIPN,1
2429,TOE1,1
2430,TNNI3K,1
2431,SPATA5,1
2432,SUN5,1
2433,FANCE,1
2434,PRPF6,1
2435,FANCD2,1
2436,BPNT2,1
2437,ZBTB24,1
2438,WEE2,1
2439,MCIDAS,1
2440,TMCO1,1
2441,TRAPPC11,1
2442,TRAPPC12,1
2443,TRIM2,1
2444,CCDC8,1
2445,PKDCC,1
2446,NOP56,1
2447,ZNF644,1
2448,PRDM5,1
2449,NBEAL2,1
2450,DIS3L2,1
2451,DEPDC5,1
2452,DOCK6,1
2453,HSD11B2,1
2454,OPLAH,1
2455,ACSF3,1
2456,C9orf72,1
2457,CFAP65,1
2458,C19orf12,1
2459,PAM16,1
2460,NUP93,1
2461,POLR3B,1
2462,MFSD2A,1
2463,RHBDF2,1
2464,TMEM237,1
2465,TTI2,1
2466,TSHZ1,1
2467,ATAD1,1
2468,TMEM138,1
2469,UQCC2,1
2470,FKBP14,1
2471,GPR179,1
2472,LRMDA,1
2473,EMC10,1
2474,ARID1B,1
2475,DNAAF3,1
2476,DIAPH3,1
2477,ROGDI,1
2478,P4HTM,1
2479,FDX2,1
2480,TTC37,1
2481,CEACAM16,1
2482,DDHD1,1
2483,CRPPA,1
2484,UVSSA,1
2485,COQ6,1
2486,RNF170,1
2487,PATL2,1
2488,MTO1,1
2489,CCDC103,1
2490,COX20,1
2491,SCUBE3,1
2492,CDK19,1
2493,SERAC1,1
2494,TMEM165,1
2495,PIGO,1
2496,MPC1,1
2497,IFITM5,1
2498,CFAP53,1
2499,PET100,1
2500,COA6,1
2501,SNX10,1
2502,POC1A,1
2503,POC1B,1
2504,MFF,1
2505,POGZ,1
2506,EOGT,1
2507,POMGNT2,1
2508,ODAPH,1
2509,CEP164,1
2510,DNAAF5,1
2511,AAGAB,1
2512,BCKDK,1
2513,HIKESHI,1
2514,RMND1,1
2515,OTOGL,1
2516,DNAAF11,1
2517,TMEM231,1
2518,SLFN14,1
2519,EPS8L2,1
2520,GATAD2B,1
2521,TECPR2,1
2522,DDHD2,1
2523,LRIT3,1
2524,ODAD1,1
2525,TANC2,1
2526,WAC,1
2527,ASB10,1
2528,EPG5,1
2529,MGME1,1
2530,TUBB2A,1
2531,ASXL3,1
2532,C12orf57,1
2533,PGAP2,1
2534,ATP5MK,1
2535,POMK,1
2536,METTL23,1
2537,CERS3,1
2538,DRC1,1
2539,FAM111A,1
2540,ADAT3,1
2541,ISCA2,1
2542,GMPPB,1
2543,NRROS,1
2544,KLHL40,1
2545,MYMK,1
2546,ANKS6,1
2547,THOC6,1
2548,ARL2BP,1
2549,ODAD2,1
2550,BHLHA9,1
2551,PRIMPOL,1
2552,TRMT10C,1
2553,DYNC2I1,1
2554,SZT2,1
2555,DDX59,1
2556,CFAP298,1
2557,GMPPA,1
2558,AGBL1,1
2559,STAC3,1
2560,TMEM126B,1
2561,TIMMDC1,1
2562,SYNE4,1
2563,ARMC5,1
2564,SFXN4,1
2565,COQ8B,1
2566,FAM111B,1
2567,SLC38A8,1
2568,CEP19,1
2569,NUP188,1
2570,KPTN,1
2571,COA7,1
2572,CDIN1,1
2573,ERCC6L2,1
2574,HFM1,1
2575,OTULIN,1
2576,SLC7A14,1
2577,DOCK7,1
2578,VPS51,1
2579,SETD5,1
2580,KIZ,1
2581,KIDINS220,1
2582,NADK2,1
2583,AHDC1,1
2584,FSIP2,1
2585,LYRM7,1
2586,DEGS1,1
2587,TKFC,1
2588,CEP83,1
2589,VPS53,1
2590,RSPH3,1
2591,AGBL5,1
2592,NAXD,1
2593,C2CD3,1
2594,TMEM98,1
2595,SPEG,1
2596,ODAD3,1
2597,COA8,1
2598,JAGN1,1
2599,TRMT10A,1
2600,ANLN,1
2601,ELP2,1
2602,ANKLE2,1
2603,C12orf4,1
2604,SPRTN,1
2605,TMEM240,1
2606,SNX14,1
2607,FAR1,1
2608,C11orf80,1
2609,LMOD3,1
2610,CWF19L1,1
2611,WDR73,1
2612,TGDS,1
2613,CKAP2L,1
2614,DDRGK1,1
2615,TMEM132E,1
2616,ZNF292,1
2617,CREB3L1,1
2618,CHCHD2,1
2619,GSX2,1
2620,CLPB,1
2621,PUS7,1
2622,PUS3,1
2623,FLG2,1
2624,LEMD2,1
2625,CHAMP1,1
2626,SCYL2,1
2627,KCTD17,1
2628,POLR1A,1
2629,PYCR2,1
2630,DHX30,1
2631,ARHGEF18,1
2632,OVOL2,1
2633,PRDM12,1
2634,NDNF,1
2635,RSPRY1,1
2636,CSGALNACT1,1
2637,ACBD5,1
2638,KRT25,1
2639,KATNIP,1
2640,MICOS13,1
2641,SNORD118,1
2642,CEP104,1
2643,STARD7,1
2644,TMX2,1
2645,CCDC174,1
2646,TUBB8,1
2647,MAPKBP1,1
2648,TMEM199,1
2649,TANGO2,1
2650,EMC1,1
2651,TBCK,1
2652,PIGG,1
2653,PRDM6,1
2654,DNAJC21,1
2655,CTU2,1
2656,DYNC2LI1,1
2657,NEPRO,1
2658,IFT52,1
2659,ODAD4,1
2660,CEP78,1
2661,CWC27,1
2662,QRSL1,1
2663,GATC,1
2664,TMTC3,1
2665,PYROXD1,1
2666,TECRL,1
2667,HECW2,1
2668,NSMCE2,1
2669,KIAA0825,1
2670,DENND5A,1
2671,C14orf39,1
2672,DYNLT2B,1
2673,ZNF462,1
2674,MYLPF,1
2675,QRICH1,1
2676,PRUNE1,1
2677,WDR26,1
2678,TMEM260,1
2679,POLR3GL,1
2680,NSUN3,1
2681,COLGALT1,1
2682,EFL1,1
2683,CLCC1,1
2684,DZIP1L,1
2685,CLDN10,1
2686,ALPK3,1
2687,ARMC9,1
2688,TOGARAM1,1
2689,MSTO1,1
2690,IQCE,1
2691,SQOR,1
2692,LIPT2,1
2693,TBC1D23,1
2694,TUBGCP2,1
2695,TRIT1,1
2696,SVBP,1
2697,TUBA3D,1
2698,CFAP69,1
2699,CFAP300,1
2700,SAMD12,1
2701,WBP11,1
2702,PMFBP1,1
2703,GDAP2,1
2704,CFAP251,1
2705,TMEM94,1
2706,ZBTB11,1
2707,LRRC56,1
2708,MYORG,1
2709,CCDC47,1
2710,ZNF341,1
2711,NHLRC2,1
2712,LRP12,1
2713,QRICH2,1
2714,CYBC1,1
2715,FAM149B1,1
2716,REC114,1
2717,ARMC2,1
2718,NDUFAF8,1
2719,TRIM71,1
2720,WDR37,1
2721,METTL5,1
2722,PERCC1,1
2723,TMEM63A,1
2724,NTNG2,1
2725,NEK10,1
2726,TTC29,1
2727,THG1L,1
2728,CEP85L,1
2729,CCDC32,1
2730,CEP112,1
2731,VPS35L,1
2732,TTC5,1
2733,M1AP,1
2734,YIF1B,1
2735,CFAP58,1
2736,SLC7A6OS,1
2737,ACTL9,1
2738,HRURF,1
2739,ADCY1,1
2740,LRP1,1
2741,MS4A1,1
2742,BCAT2,1
2743,CALCRL,1
2744,MCM2,1
2745,CENPE,1
2746,CNP,1
2747,CDK5,1
2748,COX8A,1
2749,EEF2,1
2750,EN1,1
2751,ENO3,1
2752,FTH1,1
2753,GAL,1
2754,SLC25A32,1
2755,AHSG,1
2756,LARS1,1
2757,GNRH1,1
2758,LCK,1
2759,MDH1,1
2760,ABCC1,1
2761,MOG,1
2762,MYL4,1
2763,SLC6A2,1
2764,RELA,1
2765,MDM2,1
2766,WNT3,1
2767,ABCD3,1
2768,SERPINB6,1
2769,PCNA,1
2770,PRKACG,1
2771,PSMB9,1
2772,PTPRF,1
2773,RBP3,1
2774,SCP2,1
2775,CD247,1
2776,CNTN2,1
2777,TCHH,1
2778,SLC18A2,1
2779,XRCC1,1
2780,ZNF141,1
2781,GCSH,1
2782,PNLIP,1
2783,ATP2B3,1
2784,DIAPH2,1
2785,CLIC2,1
2786,SSX2,1
2787,HMGB3,1
2788,RBMX,1
2789,MID2,1
2790,HDAC6,1
2791,SH3KBP1,1
2792,ATP11C,1
2793,CLDN2,1
2794,KIF4A,1
2795,HS6ST2,1
2796,POF1B,1
2797,SRPX2,1
2798,PDK3,1
2799,TSR2,1
2800,GPRASP2,1
2801,STEEP1,1
2802,COL4A6,1
2803,SSX1,1
2804,TBL1Y,1
2805,CNTN1,1
2806,HNRNPA2B1,1
2807,ITPR2,1
2808,CRAT,1
2809,EPS8,1
2810,TGM3,1
2811,AHR,1
2812,DSC3,1
2813,TNFRSF4,1
2814,SNAP25,1
2815,SLC19A1,1
2816,TFAM,1
2817,MMP14,1
2818,FXR1,1
2819,CRYBA2,1
2820,ARL2,1
2821,DNAJC3,1
2822,TUB,1
2823,NDUFB9,1
2824,ESR2,1
2825,COQ7,1
2826,TAF4B,1
2827,HYOU1,1
2828,ARHGEF1,1
2829,CST6,1
2830,DLX4,1
2831,SUMO1,1
2832,GDF9,1
2833,BNC1,1
2834,MAPKAPK3,1
2835,BRDT,1
2836,PSMB4,1
2837,DDOST,1
2838,SALL2,1
2839,NCAPH,1
2840,ROR1,1
2841,TRPC3,1
2842,HCRT,1
2843,MRPL12,1
2844,NRIP1,1
2845,CDC6,1
2846,MARK3,1
2847,MCM5,1
2848,MDM4,1
2849,CBX2,1
2850,EPB41L1,1
2851,CACNG2,1
2852,FARSA,1
2853,PHC1,1
2854,PDE1C,1
2855,KISS1,1
2856,MBTPS1,1
2857,CD164,1
2858,CDK6,1
2859,MSH5,1
2860,PER2,1
2861,PER3,1
2862,IGSF3,1
2863,CCNK,1
2864,ADAM17,1
2865,GATB,1
2866,RPS15A,1
2867,RPS27,1
2868,RPL26,1
2869,COX5A,1
2870,NDUFA4,1
2871,NDUFB10,1
2872,GDF11,1
2873,AKAP9,1
2874,NEK2,1
2875,MAD2L2,1
2876,RPL15,1
2877,RPL18,1
2878,ATG5,1
2879,VAX1,1
2880,BLOC1S6,1
2881,KCNE3,1
2882,GAB1,1
2883,BLNK,1
2884,SLC30A9,1
2885,HSPB3,1
2886,RELB,1
2887,TRPA1,1
2888,HOMER2,1
2889,KL,1
2890,DGAT1,1
2891,PCLO,1
2892,SLC26A5,1
2893,IRF7,1
2894,NOL3,1
2895,JPH1,1
2896,IL21,1
2897,FGF20,1
2898,RASGRP2,1
2899,SLC35A3,1
2900,BCO1,1
2901,SPINK2,1
2902,ATP8A2,1
2903,ARNT2,1
2904,MRTFA,1
2905,SLC44A4,1
2906,ATP5F1E,1
2907,TXNRD2,1
2908,IL17F,1
2909,MPIG6B,1
2910,IFT57,1
2911,NUP155,1
2912,SLC25A10,1
2913,MRM2,1
2914,CERS1,1
2915,COG2,1
2916,ELP4,1
2917,CHP1,1
2918,COPB2,1
2919,BDP1,1
2920,EHHADH,1
2921,HYAL1,1
2922,TSGA10,1
2923,TDP1,1
2924,AP3D1,1
2925,TIMM22,1
2926,CLIC5,1
2927,RP9,1
2928,GPR88,1
2929,YME1L1,1
2930,RPL27,1
2931,SARS1,1
2932,ARHGEF2,1
2933,SLC25A21,1
2934,NUP160,1
2935,ARL6IP1,1
2936,RDH11,1
2937,DACT1,1
2938,LIMS2,1
2939,IFT74,1
2940,ARHGEF10,1
2941,SEMA3E,1
2942,MCM8,1
2943,KRT71,1
2944,LRRC8A,1
2945,SCD5,1
2946,STT3B,1
2947,NIN,1
2948,TSEN34,1
2949,CPT1C,1
2950,ATPAF2,1
2951,CARD8,1
2952,TXN2,1
2953,FBXO31,1
2954,WIPI2,1
2955,NUP37,1
2956,TRIM36,1
2957,SASS6,1
2958,REEP2,1
2959,ACD,1
2960,RC3H1,1
2961,IL31RA,1
2962,RAPGEF2,1
2963,LMAN2L,1
2964,STEAP3,1
2965,PSMG2,1
2966,CCDC88A,1
2967,EDC3,1
2968,SPATA16,1
2969,RIPPLY2,1
2970,CHST11,1
2971,SLC26A1,1
2972,CHST8,1
2973,SEC31A,1
2974,ACKR3,1
2975,DNAL4,1
2976,INTU,1
2977,NAT8L,1
2978,TNRC6A,1
2979,AMTN,1
2980,MIR204,1
2981,SYT14,1
2982,CCDC50,1
2983,PPM1K,1
2984,INTS8,1
2985,GAS2L2,1
2986,RIPOR2,1
2987,BMS1,1
2988,CENPT,1
2989,MRPL44,1
2990,MRPS7,1
2991,MRPS14,1
2992,MRPS23,1
2993,MRPS25,1
2994,MRPS28,1
2995,RBM28,1
2996,CIDEC,1
2997,PNPLA8,1
2998,TRIM44,1
2999,GGT1,1
3000,ABCA5,1
3001,SPNS2,1
3002,IARS2,1
3003,TARS2,1
3004,ESRP1,1
3005,UROC1,1
3006,LYRM4,1
3007,YEATS2,1
3008,MIA3,1
3009,ZNF513,1
3010,BBIP1,1
3011,EIF2AK1,1
3012,MTPAP,1
3013,ZBTB42,1
3014,COA5,1
3015,RFWD3,1
3016,PCK1,1
3017,ZMYND15,1
3018,NUP205,1
3019,COX14,1
3020,TOR1AIP1,1
3021,GATAD1,1
3022,NDUFA12,1
3023,CCDC78,1
3024,CEP63,1
3025,PET117,1
3026,COA3,1
3027,SIK3,1
3028,REPS1,1
3029,VWA3B,1
3030,PTCD3,1
3031,EPS8L3,1
